FileName,ImageName,Format,Folder,Camera,Location,Date,Time,WorkDays,Category,Label,Count,Gendar,Independent,Comment
L-LJS17-EBF-0039,IMAG0042,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:46,66,兽类,滇金丝猴,5,1雄4雌,,
L-LJS17-EBF-0040,IMAG0043,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:46,66,兽类,滇金丝猴,2,雌,,
L-LJS17-EBF-0041,IMAG0044,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:46,66,兽类,滇金丝猴,2,雌,,
L-LJS17-EBF-0042,IMAG0045,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:47,66,兽类,滇金丝猴,2,雌,,
L-LJS17-EBF-0043,IMAG0046,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:47,66,兽类,滇金丝猴,1,雌,,
L-LJS17-EBF-0044,IMAG0047,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:47,66,兽类,滇金丝猴,2,雌,,
L-LJS17-EBF-0045,IMAG0048,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:47,66,兽类,滇金丝猴,3,雌,,
L-LJS17-EBF-0046,IMAG0049,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:47,66,兽类,滇金丝猴,3,1雄2幼,,
L-LJS17-EBF-0047,IMAG0050,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:47,66,兽类,滇金丝猴,3,1雄2幼,,
L-LJS17-EBF-0048,IMAG0051,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,9/22/2017,10:47,66,兽类,滇金丝猴,3,1雄2幼,,
L-LJS17-EBF-0049,IMAG0052,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,10/4/2017,0:05,78,兽类,鬣羚,1,,1,
L-LJS17-EBF-0050,IMAG0053,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,10/4/2017,0:05,78,兽类,鬣羚,1,,,
L-LJS17-EBF-0051,IMAG0054,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,10/4/2017,0:05,78,兽类,鬣羚,1,,,
L-LJS17-EBF-0052,IMAG0055,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,10/4/2017,0:06,78,兽类,鬣羚,1,,,
L-LJS17-EBF-0053,IMAG0056,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,10/4/2017,0:06,78,兽类,鬣羚,1,,,
L-LJS17-EBF-0054,IMAG0057,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,10/4/2017,0:06,78,兽类,鬣羚,1,,,
L-LJS17-EBF-0055,IMAG0064,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:23,106,工作人员,,,,1,收回相机
L-LJS17-EBF-0056,IMAG0065,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:23,106,工作人员,,,,,
L-LJS17-EBF-0057,IMAG0066,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:23,106,工作人员,,,,,
L-LJS17-EBF-0058,IMAG0070,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:24,106,工作人员,,,,,
L-LJS17-EBF-0059,IMAG0071,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:24,106,工作人员,,,,,
L-LJS17-EBF-0060,IMAG0072,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:24,106,工作人员,,,,,
L-LJS17-EBF-0061,IMAG0073,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:24,106,工作人员,,,,,
L-LJS17-EBF-0062,IMAG0074,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:24,106,工作人员,,,,,
L-LJS17-EBF-0063,IMAG0075,JPG,L-LJS17-EBF,LJ019,L-LJS17-EBF,11/1/2017,12:24,106,工作人员,,,,,
L-LJS17-F9A-0001,IMAG0001,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/19/2017,18:11,1,工作人员,,,,1,布设相机
L-LJS17-F9A-0002,IMAG0002,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/19/2017,18:12,1,空,,,,,
L-LJS17-F9A-0003,IMAG0003,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/19/2017,18:12,1,空,,,,,
L-LJS17-F9A-0004,IMAG0004,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/19/2017,18:12,1,空,,,,,
L-LJS17-F9A-0005,IMAG0005,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/19/2017,18:12,1,空,,,,,
L-LJS17-F9A-0006,IMAG0006,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/27/2017,16:20,9,空,,,,,
L-LJS17-F9A-0007,IMAG0007,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/27/2017,16:20,9,空,,,,,
L-LJS17-F9A-0008,IMAG0008,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/27/2017,16:20,9,空,,,,,
L-LJS17-F9A-0009,IMAG0009,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/27/2017,16:20,9,其他,昆虫,,,1,
L-LJS17-F9A-0010,IMAG0030,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/30/2017,8:39,12,空,,,,,
L-LJS17-F9A-0011,IMAG0031,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/30/2017,8:39,12,空,,,,,
L-LJS17-F9A-0012,IMAG0032,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/30/2017,8:39,12,空,,,,,
L-LJS17-F9A-0013,IMAG0033,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,7/30/2017,8:39,12,其他,昆虫,,,1,
L-LJS17-F9A-0014,IMAG0042,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/1/2017,19:53,14,空,,,,,
L-LJS17-F9A-0015,IMAG0043,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/1/2017,19:53,14,空,,,,,
L-LJS17-F9A-0016,IMAG0044,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/1/2017,19:53,14,空,,,,,
L-LJS17-F9A-0017,IMAG0045,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/1/2017,19:53,14,空,,,,,
L-LJS17-F9A-0018,IMAG0046,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/7/2017,19:44,20,空,,,,,
L-LJS17-F9A-0019,IMAG0047,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/7/2017,19:44,20,空,,,,,
L-LJS17-F9A-0020,IMAG0048,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/7/2017,19:44,20,空,,,,,
L-LJS17-F9A-0021,IMAG0049,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/7/2017,19:45,20,空,,,,,
L-LJS17-F9A-0022,IMAG0050,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/7/2017,19:52,20,空,,,,,
L-LJS17-F9A-0023,IMAG0051,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/7/2017,19:52,20,空,,,,,
L-LJS17-F9A-0024,IMAG0052,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/7/2017,19:52,20,空,,,,,
L-LJS17-F9A-0025,IMAG0053,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/7/2017,19:52,20,空,,,,,
L-LJS17-F9A-0026,IMAG0054,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/14/2017,11:55,27,空,,,,,
L-LJS17-F9A-0027,IMAG0055,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/14/2017,11:55,27,空,,,,,
L-LJS17-F9A-0028,IMAG0056,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/14/2017,11:55,27,空,,,,,
L-LJS17-F9A-0029,IMAG0057,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/14/2017,11:56,27,昆虫,其他,,,1,
L-LJS17-F9A-0030,IMAG0058,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/14/2017,19:36,27,空,,,,,
L-LJS17-F9A-0031,IMAG0059,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/14/2017,19:36,27,空,,,,,
L-LJS17-F9A-0032,IMAG0060,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/14/2017,19:36,27,空,,,,,
L-LJS17-F9A-0033,IMAG0061,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/14/2017,19:36,27,空,,,,,
L-LJS17-F9A-0034,IMAG0062,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/19/2017,18:20,32,空,,,,,
L-LJS17-F9A-0035,IMAG0063,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/19/2017,18:20,32,空,,,,,
L-LJS17-F9A-0036,IMAG0064,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/19/2017,18:20,32,空,,,,,
L-LJS17-F9A-0037,IMAG0065,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/19/2017,18:21,32,空,,,,,下雨
L-LJS17-F9A-0038,IMAG0082,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/20/2017,19:32,33,空,,,,,
L-LJS17-F9A-0039,IMAG0083,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/20/2017,19:32,33,空,,,,,
L-LJS17-F9A-0040,IMAG0084,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/20/2017,19:32,33,空,,,,,
L-LJS17-F9A-0041,IMAG0085,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/20/2017,19:32,33,其他,昆虫,,,1,
L-LJS17-F9A-0042,IMAG0086,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/21/2017,17:47,34,空,,,,,
L-LJS17-F9A-0043,IMAG0087,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/21/2017,17:47,34,空,,,,,
L-LJS17-F9A-0044,IMAG0088,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/21/2017,17:47,34,空,,,,,
L-LJS17-F9A-0045,IMAG0089,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/21/2017,17:47,34,其他,昆虫,,,1,
L-LJS17-F9A-0046,IMAG0090,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/22/2017,19:31,35,空,,,,,
L-LJS17-F9A-0047,IMAG0091,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/22/2017,19:31,35,空,,,,,
L-LJS17-F9A-0048,IMAG0092,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/22/2017,19:31,35,空,,,,,
L-LJS17-F9A-0049,IMAG0093,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/22/2017,19:31,35,其他,昆虫,,,1,
L-LJS17-F9A-0050,IMAG0094,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/23/2017,8:32,36,空,,,,,
L-LJS17-F9A-0051,IMAG0095,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/23/2017,8:32,36,空,,,,,
L-LJS17-F9A-0052,IMAG0096,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/23/2017,8:32,36,空,,,,,
L-LJS17-F9A-0053,IMAG0097,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/23/2017,8:33,36,其他,昆虫,,,1,
L-LJS17-F9A-0054,IMAG0098,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/24/2017,17:00,37,空,,,,,
L-LJS17-F9A-0055,IMAG0099,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/24/2017,17:00,37,空,,,,,
L-LJS17-F9A-0056,IMAG0100,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/24/2017,17:00,37,空,,,,,
L-LJS17-F9A-0057,IMAG0101,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/24/2017,17:00,37,其他,昆虫,,,1,
L-LJS17-F9A-0058,IMAG0110,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/31/2017,18:55,44,空,,,,,
L-LJS17-F9A-0059,IMAG0111,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/31/2017,18:55,44,空,,,,,
L-LJS17-F9A-0060,IMAG0112,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/31/2017,18:55,44,空,,,,,
L-LJS17-F9A-0061,IMAG0113,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,8/31/2017,18:56,44,其他,昆虫,,,1,
L-LJS17-F9A-0062,IMAG0114,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/1/2017,19:01,45,空,,,,,
L-LJS17-F9A-0063,IMAG0115,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/1/2017,19:01,45,空,,,,,
L-LJS17-F9A-0064,IMAG0116,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/1/2017,19:01,45,空,,,,,
L-LJS17-F9A-0065,IMAG0117,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/1/2017,19:01,45,空,,,,,
L-LJS17-F9A-0066,IMAG0118,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/3/2017,18:58,47,空,,,,,
L-LJS17-F9A-0067,IMAG0119,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/3/2017,18:58,47,空,,,,,
L-LJS17-F9A-0068,IMAG0120,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/3/2017,18:58,47,空,,,,,
L-LJS17-F9A-0069,IMAG0121,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/3/2017,18:58,47,空,,,,,
L-LJS17-F9A-0070,IMAG0130,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/3/2017,19:20,47,空,,,,,
L-LJS17-F9A-0071,IMAG0131,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/3/2017,19:20,47,空,,,,,
L-LJS17-F9A-0072,IMAG0132,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/3/2017,19:20,47,空,,,,,
L-LJS17-F9A-0073,IMAG0133,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/3/2017,19:20,47,空,,,,,
L-LJS17-F9A-0074,IMAG0142,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/4/2017,18:43,48,空,,,,,
L-LJS17-F9A-0075,IMAG0143,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/4/2017,18:43,48,空,,,,,
L-LJS17-F9A-0076,IMAG0144,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/4/2017,18:43,48,空,,,,,
L-LJS17-F9A-0077,IMAG0145,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/4/2017,18:43,48,空,,,,,
L-LJS17-F9A-0078,IMAG0146,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/4/2017,19:07,48,空,,,,,
L-LJS17-F9A-0079,IMAG0147,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/4/2017,19:07,48,空,,,,,
L-LJS17-F9A-0080,IMAG0148,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/4/2017,19:07,48,空,,,,,
L-LJS17-F9A-0081,IMAG0149,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/4/2017,19:07,48,空,,,,,
L-LJS17-F9A-0082,IMAG0158,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/5/2017,15:51,49,空,,,,,
L-LJS17-F9A-0083,IMAG0159,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/5/2017,15:51,49,空,,,,,
L-LJS17-F9A-0084,IMAG0160,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/5/2017,15:51,49,空,,,,,
L-LJS17-F9A-0085,IMAG0161,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/5/2017,15:51,49,空,,,,,
L-LJS17-F9A-0086,IMAG0162,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/9/2017,16:24,53,空,,,,,
L-LJS17-F9A-0087,IMAG0163,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/9/2017,16:24,53,空,,,,,
L-LJS17-F9A-0088,IMAG0164,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/9/2017,16:25,53,空,,,,,
L-LJS17-F9A-0089,IMAG0165,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/9/2017,16:25,53,空,,,,,
L-LJS17-F9A-0090,IMAG0182,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/18/2017,18:32,62,空,,,,,
L-LJS17-F9A-0091,IMAG0183,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/18/2017,18:32,62,空,,,,,
L-LJS17-F9A-0092,IMAG0184,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/18/2017,18:32,62,空,,,,,
L-LJS17-F9A-0093,IMAG0185,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/18/2017,18:33,62,空,,,,,
L-LJS17-F9A-0094,IMAG0194,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/30/2017,2:54,74,空,,,,,
L-LJS17-F9A-0095,IMAG0195,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/30/2017,2:54,74,空,,,,,
L-LJS17-F9A-0096,IMAG0196,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/30/2017,2:54,74,空,,,,,
L-LJS17-F9A-0097,IMAG0197,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,9/30/2017,2:54,74,空,,,,,
L-LJS17-F9A-0098,IMAG0198,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/1/2017,18:17,75,空,,,,,
L-LJS17-F9A-0099,IMAG0199,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/1/2017,18:17,75,空,,,,,
L-LJS17-F9A-0100,IMAG0200,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/1/2017,18:17,75,空,,,,,
L-LJS17-F9A-0101,IMAG0201,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/1/2017,18:17,75,空,,,,,
L-LJS17-F9A-0102,IMAG0202,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/6/2017,15:13,80,空,,,,,
L-LJS17-F9A-0103,IMAG0203,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/6/2017,15:13,80,空,,,,,
L-LJS17-F9A-0104,IMAG0204,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/6/2017,15:13,80,空,,,,,
L-LJS17-F9A-0105,IMAG0205,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/6/2017,15:14,80,空,,,,,
L-LJS17-F9A-0106,IMAG0206,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/17/2017,16:50,91,空,,,,,
L-LJS17-F9A-0107,IMAG0207,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/17/2017,16:50,91,空,,,,,
L-LJS17-F9A-0108,IMAG0208,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/17/2017,16:50,91,空,,,,,
L-LJS17-F9A-0109,IMAG0209,AVI,L-LJS17-F9A,LJ054,L-LJS17-F9A,10/17/2017,16:50,91,空,,,,,
L-LJS17-F9A-0110,IMAG0210,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,11/1/2017,11:11,106,工作人员,,,,1,收回相机
L-LJS17-F9A-0111,IMAG0211,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,11/1/2017,11:11,106,工作人员,,,,,
L-LJS17-F9A-0112,IMAG0212,JPG,L-LJS17-F9A,LJ054,L-LJS17-F9A,11/1/2017,11:11,106,工作人员,,,,,
L-LJS17-LJ060-0001,IMAG0001,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/10/2017,13:18,1,工作人员,,,,1,布设相机
L-LJS17-LJ060-0002,IMAG0002,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/10/2017,13:18,1,工作人员,,,,,
L-LJS17-LJ060-0003,IMAG0003,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/10/2017,13:19,1,空,,,,,
L-LJS17-LJ060-0004,IMAG0006,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/10/2017,13:19,1,工作人员,,,,,
L-LJS17-LJ060-0005,IMAG0093,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/11/2017,22:36,2,其他,未知,1,,1,虚的影子
L-LJS17-LJ060-0006,IMAG0094,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/11/2017,22:36,2,空,,,,,
L-LJS17-LJ060-0007,IMAG0098,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/14/2017,1:22,5,兽类,未知,1,,1,尾巴
L-LJS17-LJ060-0008,IMAG0099,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/14/2017,15:41,5,空,,,,,光线
L-LJS17-LJ060-0009,IMAG0105,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/15/2017,11:14,6,鸟类,未知,1,,1,模糊
L-LJS17-LJ060-0010,IMAG0106,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/15/2017,11:14,6,空,,,,,
L-LJS17-LJ060-0011,IMAG0107,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/15/2017,11:14,6,空,,,,,
L-LJS17-LJ060-0012,IMAG0117,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/15/2017,22:29,6,兽类,未知,1,,1,模糊、可能是鼠类
L-LJS17-LJ060-0013,IMAG0118,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/15/2017,22:29,6,兽类,未知,1,,,
L-LJS17-LJ060-0014,IMAG0119,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/15/2017,22:29,6,兽类,未知,1,,,
L-LJS17-LJ060-0015,IMAG0120,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/16/2017,10:14,7,空,,,,,
L-LJS17-LJ060-0016,IMAG0121,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/16/2017,10:14,7,空,,,,,
L-LJS17-LJ060-0017,IMAG0122,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/16/2017,10:14,7,空,,,,,
L-LJS17-LJ060-0018,IMAG0123,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/23/2017,12:39,14,空,,,,,
L-LJS17-LJ060-0019,IMAG0124,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/23/2017,12:39,14,空,,,,,
L-LJS17-LJ060-0020,IMAG0125,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/23/2017,12:39,14,空,,,,,
L-LJS17-LJ060-0021,IMAG0126,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/24/2017,13:01,15,空,,,,,
L-LJS17-LJ060-0022,IMAG0127,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/24/2017,13:01,15,空,,,,,
L-LJS17-LJ060-0023,IMAG0128,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/24/2017,13:01,15,空,,,,,
L-LJS17-LJ060-0024,IMAG0129,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/24/2017,13:02,15,空,,,,,
L-LJS17-LJ060-0025,IMAG0130,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/24/2017,13:02,15,空,,,,,
L-LJS17-LJ060-0026,IMAG0131,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/24/2017,13:02,15,空,,,,,
L-LJS17-LJ060-0027,IMAG0132,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/25/2017,17:22,16,空,,,,,
L-LJS17-LJ060-0028,IMAG0133,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/25/2017,17:22,16,空,,,,,
L-LJS17-LJ060-0029,IMAG0134,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/25/2017,17:22,16,空,,,,,
L-LJS17-LJ060-0030,IMAG0135,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/26/2017,10:56,17,空,,,,,
L-LJS17-LJ060-0031,IMAG0136,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/26/2017,10:56,17,空,,,,,
L-LJS17-LJ060-0032,IMAG0137,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/26/2017,10:56,17,空,,,,,
L-LJS17-LJ060-0033,IMAG0138,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/26/2017,11:07,17,空,,,,,
L-LJS17-LJ060-0034,IMAG0139,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/26/2017,11:07,17,空,,,,,
L-LJS17-LJ060-0035,IMAG0140,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/26/2017,11:07,17,空,,,,,
L-LJS17-LJ060-0036,IMAG0141,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/29/2017,18:58,20,鸟类,未知,1,,1,模糊
L-LJS17-LJ060-0037,IMAG0142,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/29/2017,18:58,20,鸟类,未知,1,,,模糊
L-LJS17-LJ060-0038,IMAG0143,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,6/29/2017,18:58,20,鸟类,未知,1,,,模糊
L-LJS17-LJ060-0039,IMAG0144,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/9/2017,9:57,30,空,,,,,
L-LJS17-LJ060-0040,IMAG0145,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/9/2017,9:57,30,空,,,,,
L-LJS17-LJ060-0041,IMAG0146,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/9/2017,9:57,30,空,,,,,
L-LJS17-LJ060-0042,IMAG0147,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/11/2017,20:06,32,空,,,,,
L-LJS17-LJ060-0043,IMAG0148,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/11/2017,20:06,32,空,,,,,
L-LJS17-LJ060-0044,IMAG0149,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/11/2017,20:06,32,空,,,,,
L-LJS17-LJ060-0045,IMAG0150,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/13/2017,9:47,34,空,,,,,
L-LJS17-LJ060-0046,IMAG0151,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/13/2017,9:47,34,空,,,,,
L-LJS17-LJ060-0047,IMAG0152,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/13/2017,9:47,34,空,,,,,
L-LJS17-LJ060-0048,IMAG0153,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/13/2017,14:27,34,空,,,,,
L-LJS17-LJ060-0049,IMAG0154,JPG,L-LJS17-LJ060,LJ060,L-LJS17-LJ060,7/13/2017,14:27,34,空,,,,,
